0	0	2.08	2.59	2.62	2.49
0	1	2.57	2.21	2.83	2.26
0	2	2.26	2.32	2.92	2.54
0	3	2.66	2.15	2.69	2.13
0	4	2.49	2.48	2.90	2.59
0	5	2.88	2.31	2.84	2.30
0	6	2.41	2.62	3.01	2.77
0	7	2.98	2.24	2.86	2.37
0	8	2.68	2.66	3.22	2.79
0	9	3.05	2.47	3.08	2.59
0	10	2.97	2.82	3.57	2.92
0	11	2.99	2.30	3.47	2.64
0	12	3.10	2.83	3.84	2.90
0	13	3.32	2.61	3.73	2.72
0	14	3.45	2.90	3.84	2.98
0	15	3.82	2.78	3.69	2.72
0	16	3.47	2.99	3.97	2.93
0	17	3.88	2.74	3.90	2.79
0	18	3.47	2.90	3.95	2.90
0	19	3.99	3.08	3.51	2.75
0	20	3.95	3.08	3.88	2.94
0	21	3.86	2.88	3.55	2.61
0	22	3.56	2.98	3.83	2.89
0	23	3.96	2.91	3.17	2.72
0	24	3.25	3.05	3.81	2.93
0	25	3.87	3.05	3.09	2.67
0	26	3.53	2.99	2.99	2.90
0	27	3.85	2.73	2.96	2.48
0	28	3.33	2.98	3.10	2.60
0	29	3.17	2.80	2.90	2.39
0	30	3.39	2.91	3.01	2.71
1	0	2.82	2.15	2.77	2.24
1	1	2.20	2.54	2.59	2.24
1	2	2.80	2.17	2.85	2.16
1	3	2.50	2.45	2.57	2.35
1	4	3.02	2.13	2.83	2.37
1	5	2.64	2.60	2.79	2.31
1	6	2.98	2.22	3.02	2.49
1	7	2.90	2.50	3.17	2.22
1	8	3.03	2.13	3.02	2.63
1	9	3.02	2.57	3.23	2.29
1	10	2.97	2.32	3.35	2.71
1	11	3.04	2.56	3.31	2.55
1	12	3.18	2.71	3.82	2.74
1	13	3.05	2.66	3.40	2.60
1	14	3.89	2.84	3.86	2.90
1	15	3.76	2.49	3.91	2.64
1	16	3.93	2.71	4.00	2.88
1	17	3.98	2.73	4.09	2.74
1	18	3.97	3.02	3.94	2.83
1	19	3.92	3.15	3.65	2.97
1	20	4.14	3.05	3.85	2.91
1	21	4.05	2.87	3.47	2.75
1	22	4.03	3.08	3.76	2.79
1	23	4.00	3.17	3.35	2.64
1	24	3.90	3.08	3.69	2.89
1	25	3.94	3.01	3.34	2.79
1	26	3.99	2.85	3.05	2.69
1	27	3.78	2.80	3.18	2.20
1	28	3.88	2.84	3.02	2.63
1	29	3.31	2.75	2.98	2.24
1	30	3.72	3.00	2.92	2.42
2	0	2.19	2.70	2.66	2.53
2	1	2.59	2.15	2.88	2.74
2	2	2.22	2.79	2.81	2.65
2	3	2.68	2.30	3.02	2.70
2	4	2.17	2.73	2.90	2.47
2	5	2.51	2.26	2.97	2.85
2	6	2.55	2.80	3.24	2.77
2	7	2.72	2.69	3.05	2.80
2	8	2.80	2.87	3.40	2.72
2	9	3.05	2.71	3.48	2.83
2	10	3.11	2.83	3.85	2.84
2	11	3.40	2.91	3.81	3.05
2	12	3.06	2.86	3.83	2.79
2	13	3.62	2.90	3.88	2.98
2	14	3.25	3.00	4.12	2.85
2	15	3.75	2.90	4.15	3.05
2	16	3.58	2.98	4.43	3.15
2	17	3.91	3.16	4.14	3.09
2	18	4.17	2.96	4.32	2.91
2	19	4.30	3.04	4.04	3.06
2	20	4.09	3.10	3.96	3.16
2	21	4.53	3.01	4.03	3.02
2	22	4.05	2.98	3.99	2.86
2	23	4.41	3.04	3.98	2.86
2	24	4.05	3.36	3.76	2.87
2	25	4.14	3.09	3.83	2.96
2	26	4.00	2.91	3.60	2.78
2	27	4.04	2.97	3.11	2.91
2	28	3.97	3.00	3.33	2.66
2	29	3.70	2.94	3.05	2.85
2	30	3.05	3.02	3.05	2.75
3	0	2.87	2.10	2.95	2.36
3	1	2.29	2.58	2.61	2.29
3	2	2.81	2.24	3.01	2.37
3	3	2.37	2.60	2.80	2.24
3	4	2.92	2.18	2.98	2.48
3	5	2.45	2.68	3.34	2.44
3	6	2.91	2.31	3.12	2.58
3	7	2.78	2.72	3.28	2.48
3	8	3.03	2.40	3.15	2.79
3	9	2.98	2.75	3.53	2.63
3	10	3.30	2.82	3.94	2.98
3	11	3.05	2.77	3.75	2.78
3	12	3.88	2.90	3.95	2.95
3	13	3.46	2.69	4.10	3.00
3	14	3.93	3.08	4.05	3.02
3	15	4.00	3.26	4.45	2.94
3	16	3.96	3.05	4.64	3.00
3	17	4.08	3.23	4.42	3.19
3	18	4.81	3.19	4.11	2.94
3	19	4.58	3.39	4.33	2.92
3	20	4.88	3.09	4.07	3.04
3	21	4.89	3.56	4.44	2.95
3	22	4.94	3.19	3.99	3.05
3	23	4.12	3.65	4.29	3.04
3	24	4.81	3.15	4.01	3.10
3	25	4.48	3.40	3.57	2.91
3	26	4.94	3.12	3.11	3.04
3	27	4.27	3.45	3.22	2.69
3	28	4.77	3.18	3.13	2.70
3	29	4.08	3.23	3.20	2.28
3	30	3.87	2.90	2.96	2.61
4	0	2.05	2.54	2.91	2.53
4	1	2.72	2.15	3.00	2.67
4	2	2.31	2.54	2.86	2.88
4	3	2.68	2.18	3.02	2.71
4	4	2.19	2.74	2.87	2.59
4	5	2.70	2.56	3.04	2.85
4	6	2.71	2.86	3.46	2.66
4	7	2.78	2.78	3.25	2.97
4	8	2.98	2.92	3.88	2.85
4	9	3.11	2.93	3.60	2.97
4	10	3.11	2.91	3.79	3.02
4	11	3.52	2.94	4.06	3.20
4	12	3.24	2.88	4.20	3.14
4	13	3.75	2.98	4.08	3.02
4	14	3.72	3.06	4.71	3.12
4	15	4.15	2.96	5.02	3.07
4	16	4.16	3.28	5.04	3.38
4	17	4.67	2.98	4.95	3.14
4	18	4.45	3.60	4.77	3.39
4	19	5.20	3.11	4.61	3.22
4	20	5.14	3.54	4.72	3.43
4	21	5.53	3.00	4.83	3.24
4	22	5.10	3.71	4.83	3.48
4	23	4.81	3.17	4.61	3.00
4	24	4.87	3.79	4.56	3.46
4	25	4.68	3.02	4.06	2.93
4	26	4.86	3.60	3.79	2.85
4	27	4.77	3.02	3.79	3.04
4	28	4.56	3.32	3.75	2.71
4	29	4.56	3.01	3.05	2.84
4	30	3.60	2.99	2.85	2.70
5	0	2.88	2.09	2.97	2.58
5	1	2.41	2.36	2.88	2.37
5	2	2.91	2.12	3.14	2.41
5	3	2.54	2.53	2.87	2.34
5	4	2.89	2.12	2.91	2.61
5	5	2.89	2.53	3.19	2.52
5	6	2.94	2.43	3.13	2.86
5	7	2.92	2.65	3.37	2.77
5	8	2.98	2.55	3.09	2.96
5	9	3.01	2.68	3.36	2.86
5	10	3.53	2.93	3.93	3.07
5	11	3.18	3.08	4.18	3.12
5	12	3.84	3.05	4.11	2.94
5	13	3.77	3.22	4.33	3.19
5	14	3.96	3.06	4.98	3.04
5	15	4.14	3.41	5.34	3.21
5	16	4.73	3.06	5.13	3.11
5	17	4.84	3.60	5.04	3.06
5	18	5.03	3.04	5.03	3.24
5	19	5.17	3.40	5.15	3.21
5	20	5.51	3.12	5.04	3.24
5	21	5.37	3.66	4.81	3.12
5	22	5.65	3.11	4.80	3.06
5	23	5.10	3.37	4.49	3.17
5	24	5.58	3.20	4.77	3.14
5	25	5.01	3.47	4.23	2.84
5	26	5.09	3.15	3.93	3.02
5	27	4.96	3.30	3.32	2.82
5	28	4.95	3.09	3.11	2.85
5	29	4.08	3.49	3.18	2.39
5	30	3.95	3.06	3.04	2.66
6	0	2.41	2.79	2.90	2.79
6	1	2.63	2.22	3.10	2.79
6	2	2.23	2.79	2.87	2.72
6	3	2.66	2.28	3.03	2.66
6	4	2.61	2.68	3.08	2.53
6	5	2.62	2.75	2.99	2.97
6	6	2.81	2.89	3.65	2.79
6	7	3.02	2.77	3.58	2.94
6	8	3.10	2.84	3.58	2.86
6	9	3.24	2.96	3.90	3.08
6	10	3.07	2.97	4.35	3.36
6	11	3.54	2.96	4.34	3.24
6	12	3.16	2.95	4.67	3.56
6	13	3.56	2.97	5.02	3.26
6	14	4.02	3.39	5.07	3.59
6	15	4.60	3.01	5.10	3.51
6	16	4.25	3.82	5.50	3.44
6	17	4.70	3.06	5.53	3.62
6	18	5.04	3.73	5.68	3.72
6	19	5.70	3.08	5.03	3.33
6	20	5.22	3.77	5.69	3.45
6	21	5.71	3.58	5.34	3.28
6	22	5.41	3.87	5.31	3.47
6	23	5.66	3.48	4.83	3.28
6	24	5.82	3.87	4.65	3.28
6	25	5.64	3.46	4.61	3.07
6	26	5.20	3.75	4.52	3.14
6	27	4.69	3.08	3.97	2.99
6	28	4.65	3.63	3.64	2.91
6	29	4.64	3.13	3.04	2.98
6	30	4.20	3.13	3.20	2.77
7	0	2.96	2.14	3.02	2.56
7	1	2.89	2.45	3.02	2.41
7	2	2.94	2.14	3.07	2.69
7	3	2.72	2.57	3.15	2.40
7	4	3.04	2.32	3.03	2.62
7	5	2.88	2.72	3.24	2.48
7	6	3.05	2.50	3.04	2.92
7	7	3.04	2.66	3.43	2.91
7	8	3.34	2.86	3.57	2.96
7	9	3.04	2.82	4.00	3.20
7	10	3.53	2.93	4.06	3.25
7	11	3.31	3.07	4.25	3.50
7	12	3.92	3.12	5.01	3.48
7	13	3.86	3.64	5.30	3.19
7	14	4.41	3.27	5.53	3.33
7	15	4.66	3.60	5.87	3.42
7	16	4.99	3.34	6.11	3.83
7	17	5.03	3.74	6.37	3.68
7	18	5.97	3.22	6.76	3.71
7	19	6.15	3.56	6.58	3.42
7	20	6.84	3.81	6.51	3.60
7	21	7.04	3.77	6.28	3.36
7	22	7.54	3.98	5.87	3.13
7	23	7.00	3.64	5.20	3.24
7	24	7.13	3.49	5.08	3.06
7	25	6.67	3.63	4.66	3.32
7	26	6.25	3.43	4.21	3.03
7	27	5.70	3.71	3.85	3.04
7	28	5.92	3.25	3.66	3.05
7	29	5.00	3.58	3.37	2.87
7	30	4.79	3.26	3.06	2.73
8	0	2.49	2.75	3.39	2.65
8	1	2.83	2.31	3.07	2.90
8	2	2.34	2.88	3.52	2.80
8	3	2.77	2.46	3.08	2.92
8	4	2.98	2.92	3.31	2.92
8	5	2.97	2.71	3.27	2.97
8	6	3.12	2.93	3.79	2.91
8	7	3.29	2.94	3.83	2.88
8	8	3.06	2.95	3.80	3.34
8	9	3.20	2.91	4.05	3.42
8	10	3.20	3.03	4.82	3.75
8	11	3.73	3.05	5.04	3.82
