19	14	2.89	3.06	2.44	2.76
19	15	2.73	2.91	2.30	2.63
20	0	2.36	2.18	2.43	3.09
20	1	2.62	2.22	2.69	3.29
20	2	2.59	2.50	2.50	3.30
20	3	2.59	2.82	2.65	3.41
20	4	2.75	3.34	2.78	3.95
20	5	2.90	3.43	2.91	3.88
20	6	2.89	3.48	2.89	3.88
20	7	3.06	3.53	3.07	4.02
20	8	3.04	3.65	3.14	4.13
20	9	3.09	4.24	2.90	3.69
20	10	3.13	3.81	2.79	3.30
20	11	2.85	3.19	2.62	3.22
20	12	2.90	3.30	2.50	3.08
20	13	2.77	3.20	2.30	3.03
20	14	2.76	3.22	2.37	2.80
20	15	2.77	2.72	2.30	2.45
