0	0	9.00	9.00	9.00	8.00
0	1	9.00	2.00	4.00	6.00
0	2	6.00	10.00	5.00	9.00
0	3	2.00	7.00	7.00	4.00
0	4	9.00	8.00	12.00	6.00
0	5	10.00	0.00	9.00	1.00
0	6	9.00	5.00	10.00	6.00
0	7	2.00	10.00	3.00	7.00
0	8	6.00	7.00	8.00	8.00
0	9	6.00	1.00	11.00	1.00
0	10	10.00	6.00	12.00	6.00
0	11	13.00	1.00	7.00	7.00
0	12	8.00	12.00	6.00	11.00
0	13	1.00	13.00	5.00	7.00
0	14	9.00	8.00	10.00	9.00
0	15	11.00	0.00	14.00	0.00
0	16	15.00	6.00	13.00	8.00
0	17	6.00	8.00	3.00	8.00
0	18	8.00	7.00	7.00	8.00
0	19	5.00	4.00	7.00	2.00
0	20	11.00	10.00	10.00	9.00
0	21	11.00	5.00	7.00	6.00
0	22	9.00	12.00	8.00	12.00
0	23	3.00	8.00	7.00	6.00
0	24	11.00	9.00	11.00	7.00
0	25	11.00	0.00	9.00	1.00
0	26	10.00	7.00	10.00	6.00
0	27	3.00	8.00	3.00	5.00
0	28	7.00	11.00	6.00	8.00
0	29	6.00	2.00	6.00	0.00
0	30	7.00	10.00	6.00	8.00
1	0	7.00	12.00	10.00	11.00
1	1	7.00	0.00	8.00	3.00
1	2	9.00	4.00	8.00	5.00
1	3	7.00	4.00	6.00	7.00
1	4	7.00	7.00	7.00	7.00
1	5	2.00	9.00	5.00	3.00
1	6	8.00	8.00	10.00	6.00
1	7	10.00	0.00	13.00	0.00
1	8	9.00	9.00	9.00	10.00
1	9	5.00	8.00	4.00	11.00
1	10	6.00	9.00	9.00	8.00
1	11	7.00	1.00	13.00	0.00
1	12	15.00	7.00	14.00	9.00
1	13	7.00	9.00	7.00	9.00
1	14	8.00	13.00	10.00	9.00
1	15	7.00	2.00	9.00	2.00
1	16	13.00	9.00	10.00	10.00
1	17	11.00	6.00	10.00	7.00
1	18	12.00	8.00	10.00	8.00
1	19	6.00	4.00	5.00	6.00
1	20	9.00	8.00	11.00	7.00
1	21	8.00	5.00	9.00	4.00
1	22	10.00	10.00	8.00	12.00
1	23	11.00	3.00	9.00	4.00
1	24	8.00	8.00	9.00	8.00
1	25	6.00	2.00	6.00	2.00
1	26	10.00	8.00	8.00	6.00
1	27	6.00	5.00	6.00	5.00
1	28	9.00	9.00	7.00	6.00
1	29	9.00	3.00	6.00	5.00
1	30	11.00	14.00	8.00	8.00
2	0	10.00	5.00	12.00	4.00
2	1	9.00	1.00	7.00	4.00
2	2	7.00	9.00	7.00	9.00
2	3	0.00	10.00	1.00	8.00
2	4	8.00	5.00	7.00	5.00
2	5	7.00	0.00	11.00	0.00
2	6	12.00	3.00	13.00	6.00
2	7	9.00	5.00	6.00	7.00
2	8	5.00	13.00	6.00	10.00
2	9	0.00	10.00	6.00	4.00
2	10	8.00	6.00	12.00	7.00
2	11	13.00	0.00	12.00	2.00
2	12	11.00	9.00	11.00	10.00
2	13	1.00	12.00	5.00	8.00
2	14	11.00	6.00	12.00	6.00
2	15	11.00	1.00	15.00	1.00
2	16	13.00	12.00	11.00	11.00
2	17	12.00	7.00	7.00	8.00
2	18	8.00	11.00	8.00	13.00
2	19	3.00	7.00	8.00	4.00
2	20	12.00	6.00	12.00	7.00
2	21	10.00	2.00	11.00	4.00
2	22	11.00	10.00	9.00	9.00
