0	0	2.33	2.35	2.77	2.50
1	0	2.28	2.23	2.22	2.30
2	0	2.43	2.01	2.77	2.37
3	0	2.11	2.28	2.38	2.37
4	0	2.46	2.07	2.72	2.88
5	0	2.45	2.22	2.61	2.45
6	0	2.43	2.13	2.91	2.96
7	0	2.64	2.38	2.85	2.50
8	0	2.56	2.14	3.03	2.79
9	0	2.71	2.25	2.84	2.57
10	0	2.56	2.21	3.01	2.80
11	0	2.69	2.34	3.14	2.73
12	0	2.54	2.18	3.12	2.80
13	0	2.71	2.52	3.08	2.75
14	0	2.63	2.42	3.26	3.03
15	0	2.82	2.48	3.12	2.98
16	0	2.56	2.66	3.10	3.21
17	0	2.89	2.43	2.92	3.29
18	0	2.59	2.59	3.06	3.05
19	0	2.69	2.80	3.05	2.98
20	0	2.68	2.40	3.10	3.22
21	0	2.57	2.48	2.86	3.31
22	0	2.52	2.77	3.11	3.48
23	0	2.56	2.58	2.84	3.28
24	0	2.59	2.56	2.88	3.20
25	0	2.52	2.42	2.79	3.24
26	0	2.55	2.52	2.78	3.12
27	0	2.27	2.62	2.63	3.40
28	0	2.54	2.49	2.74	3.01
29	0	2.25	2.55	2.43	3.27
30	0	2.56	2.55	2.79	3.11
31	0	2.21	2.46	2.26	2.80
32	0	2.43	2.19	2.74	2.90
33	0	2.05	2.45	2.23	2.83
34	0	2.45	2.21	2.55	3.00
35	0	2.09	2.46	2.20	2.72
36	0	2.50	2.11	2.49	2.85
37	0	2.11	2.36	2.16	2.59
38	0	2.38	2.06	2.35	2.68
39	0	2.08	2.39	2.23	2.43
40	0	2.26	1.95	2.32	2.62
0	1	2.56	2.04	2.50	2.10
1	1	2.25	2.43	2.65	2.51
2	1	2.81	2.18	2.70	2.36
3	1	2.09	2.45	2.69	2.63
4	1	2.80	2.21	2.74	2.50
5	1	2.25	2.37	2.61	2.62
6	1	2.97	2.06	2.91	2.35
7	1	2.33	2.56	3.11	2.55
8	1	2.97	2.07	3.08	2.61
9	1	2.57	2.55	3.06	2.62
10	1	3.00	2.11	2.92	2.81
11	1	2.51	2.78	3.17	2.57
12	1	2.92	2.16	3.19	2.92
13	1	2.52	2.73	3.24	2.76
14	1	2.90	2.38	3.07	3.06
15	1	2.68	2.86	3.36	3.12
16	1	2.90	2.55	3.02	3.03
17	1	2.63	2.81	3.35	3.28
18	1	2.94	2.54	2.97	3.05
19	1	2.52	2.90	3.54	3.42
20	1	3.06	2.47	3.03	3.20
21	1	2.52	2.80	3.20	3.41
22	1	2.86	2.60	2.93	3.26
23	1	2.37	2.87	3.14	3.35
24	1	2.83	2.42	2.95	3.07
25	1	2.26	2.63	3.07	3.42
26	1	2.81	2.37	2.99	3.02
27	1	2.14	2.77	2.76	3.43
28	1	2.78	2.36	2.79	3.11
29	1	2.13	2.59	2.43	3.25
30	1	2.80	2.38	2.73	3.04
31	1	2.14	2.74	2.57	3.10
32	1	2.69	2.27	2.60	2.98
33	1	2.14	2.75	2.43	3.12
34	1	2.64	2.15	2.59	2.88
35	1	2.12	2.66	2.65	2.78
36	1	2.50	2.13	2.33	2.84
37	1	2.19	2.63	2.55	2.60
38	1	2.61	2.10	2.30	2.60
39	1	2.02	2.65	2.49	2.47
40	1	2.64	2.03	2.22	2.65
0	2	2.46	2.28	2.96	2.68
1	2	2.44	2.20	2.48	2.10
2	2	2.40	2.46	2.94	2.90
3	2	2.43	2.29	2.47	2.25
4	2	2.43	2.13	2.92	2.79
5	2	2.75	2.28	2.71	2.29
6	2	2.39	2.34	2.96	2.84
7	2	3.00	2.34	2.99	2.51
8	2	2.47	2.52	3.01	2.82
9	2	2.96	2.25	2.97	2.74
10	2	2.44	2.56	3.12	2.95
11	2	3.01	2.30	3.07	2.70
12	2	2.49	2.71	3.42	2.98
13	2	2.97	2.41	3.12	2.77
14	2	2.33	2.85	3.51	3.05
15	2	2.95	2.26	3.12	3.23
16	2	2.47	2.88	3.46	3.44
17	2	2.98	2.42	3.09	3.09
18	2	2.43	2.87	3.24	3.46
19	2	2.87	2.33	3.09	3.36
20	2	2.39	2.99	3.43	3.68
21	2	2.98	2.40	3.03	3.14
22	2	2.35	2.78	3.21	3.61
23	2	2.83	2.37	2.96	3.26
24	2	2.46	2.91	3.08	3.94
25	2	2.77	2.31	2.91	3.18
26	2	2.37	2.85	3.05	3.81
27	2	2.69	2.44	2.66	3.32
28	2	2.40	2.95	2.98	3.31
29	2	2.68	2.42	2.74	3.17
30	2	2.32	3.04	2.91	3.31
31	2	2.43	2.26	2.33	3.09
32	2	2.30	2.72	2.90	3.08
33	2	2.36	2.31	2.31	2.95
34	2	2.46	2.63	2.78	3.07
35	2	2.14	2.32	2.06	2.87
36	2	2.35	2.51	2.75	2.95
37	2	2.24	2.31	2.04	2.54
38	2	2.26	2.45	2.72	2.91
39	2	2.16	2.21	2.11	2.35
40	2	2.24	2.53	2.74	2.83
0	3	2.59	2.06	2.64	2.25
1	3	2.17	2.49	2.62	2.61
2	3	2.73	2.04	2.71	2.43
3	3	2.25	2.60	2.51	2.62
