0	0	3.05	2.85	3.40	2.96
0	1	3.66	2.66	3.86	3.03
0	2	3.79	2.75	4.05	3.57
0	3	3.94	2.96	4.92	3.73
0	4	4.35	3.11	5.56	4.00
0	5	4.94	3.66	6.96	3.97
0	6	5.88	3.81	8.18	4.61
0	7	7.12	3.96	9.07	4.68
0	8	8.96	4.41	8.91	4.00
0	9	10.78	4.59	8.02	3.92
0	10	9.93	4.06	6.13	3.72
0	11	8.77	3.75	4.99	3.76
0	12	6.99	3.88	4.16	3.31
0	13	5.65	3.62	3.61	3.04
0	14	4.56	3.14	2.86	2.88
0	15	4.00	3.02	3.03	2.61
1	0	3.06	2.81	3.68	3.22
1	1	3.14	2.99	3.92	3.15
1	2	3.72	2.91	4.26	3.34
1	3	4.06	3.12	5.26	3.85
1	4	4.62	3.43	6.84	4.11
1	5	5.25	3.83	9.66	4.77
1	6	6.97	4.00	15.39	4.90
1	7	10.03	4.63	25.07	5.37
1	8	15.92	5.09	22.26	5.05
1	9	30.06	5.35	14.33	5.13
1	10	27.21	5.19	8.31	4.75
1	11	14.92	5.17	6.23	3.89
1	12	9.31	4.86	4.27	3.55
1	13	6.07	4.10	3.51	3.07
1	14	4.67	3.36	3.15	2.75
1	15	3.99	3.16	3.01	2.82
2	0	3.13	3.13	4.25	3.23
2	1	3.19	3.08	4.27	3.43
2	2	3.86	3.09	4.92	3.80
2	3	4.06	3.23	6.36	4.24
2	4	5.03	3.80	9.06	5.16
2	5	6.81	4.12	23.16	5.89
2	6	10.06	5.10	72.41	6.91
2	7	18.54	6.26	333.63	8.18
2	8	69.49	7.34	223.21	8.04
2	9	421.44	9.08	49.52	8.01
2	10	346.98	8.20	15.17	6.12
2	11	39.23	6.84	8.06	4.54
2	12	14.08	5.55	5.54	3.85
2	13	7.31	4.44	4.25	3.24
2	14	5.08	3.65	3.20	2.95
2	15	4.22	3.31	3.21	2.82
3	0	3.14	3.13	4.30	3.47
3	1	3.35	2.98	4.19	3.80
3	2	4.04	3.06	5.17	3.81
3	3	4.24	3.40	7.13	4.92
3	4	5.19	3.95	11.32	5.82
3	5	8.18	4.78	51.00	7.80
3	6	18.99	6.15	284.49	11.16
3	7	27.15	7.65	975.24	11.64
3	8	209.12	11.10	975.16	11.89
3	9	976.00	12.93	124.80	10.66
3	10	976.14	12.55	21.24	7.23
3	11	111.79	9.06	9.43	4.65
3	12	18.83	6.19	6.31	4.02
3	13	8.96	5.00	4.19	3.35
3	14	5.30	4.00	3.26	2.98
3	15	4.14	3.47	3.13	2.86
4	0	3.10	3.12	4.22	3.84
4	1	3.11	3.00	4.21	3.91
4	2	3.68	3.36	5.35	4.23
4	3	3.92	4.00	7.21	5.25
4	4	5.64	4.31	14.84	7.16
4	5	10.37	5.70	88.38	12.31
4	6	27.11	8.89	752.58	21.19
4	7	39.49	10.87	975.30	26.15
4	8	467.15	19.12	975.37	24.18
4	9	976.17	31.13	236.67	16.88
4	10	976.01	31.65	36.22	10.99
4	11	210.11	14.57	11.29	6.28
4	12	26.05	8.39	6.97	4.66
4	13	9.97	5.70	4.23	3.73
4	14	5.95	4.25	3.20	3.00
4	15	4.34	3.61	3.19	2.78
5	0	3.09	3.17	4.36	3.91
5	1	3.07	3.10	4.27	3.88
5	2	3.76	3.42	5.25	4.75
5	3	4.13	4.07	7.47	5.81
5	4	5.31	4.58	16.17	8.30
5	5	11.12	6.56	101.47	21.95
5	6	27.07	10.60	898.00	48.92
5	7	41.85	15.17	975.22	160.67
5	8	517.64	43.75	975.31	104.09
5	9	975.97	193.74	285.82	37.86
5	10	976.22	154.46	40.55	17.00
5	11	218.28	27.69	12.30	7.40
5	12	29.21	11.18	7.51	4.98
5	13	10.10	6.41	4.21	3.92
5	14	5.97	4.65	3.39	3.17
5	15	4.59	4.10	3.27	2.87
6	0	2.95	3.27	4.41	4.21
6	1	2.96	3.19	4.35	4.23
6	2	3.66	3.57	5.29	5.06
6	3	4.04	4.27	6.71	7.04
6	4	5.03	5.28	13.52	10.98
6	5	9.79	9.06	77.69	56.37
6	6	21.86	19.22	488.87	302.06
6	7	30.89	23.49	975.35	975.65
6	8	295.30	217.06	975.45	975.70
6	9	976.10	975.85	217.70	134.48
6	10	976.10	975.96	29.84	23.80
6	11	160.83	103.38	10.42	9.73
6	12	20.99	16.36	6.39	6.50
6	13	9.10	8.24	4.42	4.20
6	14	5.84	5.21	3.27	3.19
6	15	4.38	4.22	3.44	3.03
7	0	2.97	3.11	3.90	4.42
7	1	3.12	3.16	3.94	4.62
7	2	3.26	3.46	4.23	5.61
7	3	3.97	4.26	6.45	7.43
7	4	4.33	5.46	10.59	13.87
7	5	7.98	10.61	44.44	89.59
7	6	15.97	29.05	179.46	610.90
7	7	20.23	33.93	975.40	975.79
7	8	97.17	364.34	782.88	975.85
7	9	881.04	975.77	99.07	243.29
7	10	759.51	975.91	20.28	33.46
7	11	67.96	191.26	7.72	11.16
7	12	14.02	22.79	5.40	6.79
7	13	7.00	9.33	4.21	4.09
7	14	5.05	5.32	3.25	3.39
7	15	4.04	4.17	3.24	3.10
8	0	2.98	3.21	3.46	4.07
8	1	2.97	3.01	3.57	4.29
8	2	3.16	3.35	4.30	5.44
8	3	3.85	4.14	5.48	7.86
8	4	4.07	5.34	8.13	16.11
8	5	6.09	11.36	18.32	105.04
8	6	9.97	33.45	34.37	832.53
8	7	11.79	39.83	56.20	975.76
8	8	24.48	468.33	41.35	975.45
8	9	45.61	975.71	22.06	277.41
8	10	43.70	975.68	10.59	39.69
8	11	15.99	217.25	5.63	11.84
8	12	8.54	27.01	4.34	6.74
8	13	5.82	9.44	3.32	4.13
8	14	4.11	5.35	3.25	3.81
8	15	3.99	4.18	3.18	3.25
9	0	2.98	3.22	3.31	4.03
9	1	3.03	3.13	3.24	3.96
9	2	3.05	3.49	3.95	4.95
9	3	3.55	4.10	4.71	7.19
9	4	4.01	5.08	6.18	14.78
9	5	5.36	9.22	10.03	83.82
9	6	8.05	26.92	17.18	593.32
9	7	8.08	34.02	16.24	975.63
9	8	13.09	352.76	15.03	975.56
9	9	16.11	975.72	10.99	204.43
9	10	14.88	975.79	7.03	30.75
9	11	8.82	164.04	5.09	9.83
9	12	5.98	21.09	4.14	5.98
9	13	4.97	8.73	3.13	4.05
9	14	3.95	5.11	3.12	3.47
9	15	3.69	4.18	2.94	3.22
10	0	2.98	3.09	3.24	3.98
10	1	3.07	3.07	3.19	3.92
10	2	2.99	3.23	3.52	4.89
10	3	3.08	4.10	4.21	6.48
10	4	3.85	4.46	5.23	10.63
10	5	4.31	6.97	6.19	41.94
10	6	5.93	14.56	8.44	186.37
10	7	6.05	21.17	9.00	975.57
10	8	7.83	101.92	8.49	576.72
10	9	9.34	805.82	7.17	74.36
